"","RT11B","RT12B","RT13B","RT14B","RT15B","RT16B","RT17B","RT19B","RT20B","RT21B","RT22B","RT23B","RT24B","RT25B","RT26B","RT29B","RT30B","RT31B","RT32B","RT33B","RT34B","RT35B","RT36B","RT37B","RT38B","RT39B","RT40B","RT42B","RT43B","RT44B","RT45B","RT46B","RT47B","RT48B"
"hsa-miR-146b-3p",0,1,0,2,1,0,0,1,1,63003,21402,1419,0,2307,22380,0,0,0,0,1,0,1,0,1,0,2,0,0,25322,13856,18698,7663,25322,32086
"hsa-miR-148b-3p",0,180,115,1224,135,260,76,186,49,433,103,67,75,23,87,0,196,118,353,123,96,241,35,31,0,32,0,67,46,67,180,197,139,166
"hsa-miR-150-3p",0,78,0,87,16,406,330,23,45,93,69,22,81,4,48,0,54,65,0,41,41,0,0,91,0,35,0,20,22,4,23,24,114,151
"hsa-miR-153-3p",0,51,0,0,0,0,52,0,10,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-16-2-3p",0,145,459,125,336,89,120,96,39,33,28,60,42,18,0,0,400,106,355,225,159,129,151,399,293,226,152,36,18,38,29,27,5,49
"hsa-miR-181a-3p",0,2,0,1,1,0,0,1,1,59163,43234,15722,9325,5557,0,0,0,0,1,1,1,0,2,1,0,0,1,44468,0,47636,49755,14946,0,0
"hsa-miR-181c-5p",0,152,0,132,31,209,0,45,19,53,22,18,57,7,23,0,102,29,122,0,115,0,32,95,70,77,0,14,0,54,33,23,15,64
"hsa-miR-183-5p",0,340,109,104,99,174,72,476,66,104,47,17,187,17,352,67,226,244,163,152,349,229,114,155,94,73,57,105,317,8,85,103,114,66
"hsa-miR-194-5p",0,36,113,38,58,0,0,0,47,8,0,2,5,3,7,73,26,61,0,0,0,0,0,0,294,117,0,0,0,0,0,22,5,0
"hsa-miR-197-3p",0,136,145,85,35,77,63,86,24,565,499,151,350,26,204,0,184,60,175,69,239,104,95,0,78,61,123,121,415,176,448,318,170,318
"hsa-miR-199a-3p",0,230,366,819,0,177,41,116,0,830,107,0,111,0,258,288,99,0,464,149,0,224,143,401,382,240,101,167,233,390,241,163,233,0
"hsa-miR-19b-3p",0,184,0,100,93,285,0,0,52,11,0,11,25,2,44,0,125,47,41,77,0,0,117,119,61,26,179,33,0,20,0,26,5,21
"hsa-miR-2116-3p",0,25,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,39,0,0,0,64,0,0,0,0,0,0,0,0,0,0
"hsa-miR-212-5p",0,25,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-27a-5p",0,25,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,79,0,0,32,0,0,0,0,0,0,0,0,0,0
"hsa-miR-296-5p",0,25,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29a-3p",0,303,291,138,81,31,125,37,12,165,41,33,110,5,0,0,394,46,448,430,363,100,92,178,285,119,65,103,0,14,102,61,32,80
"hsa-miR-301a-3p",0,1,0,2,1,0,0,1,0,35415,0,1464,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,29121,0,3195,0,0,0,11717
"hsa-miR-3200-3p",0,76,0,0,5,26,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0
"hsa-miR-324-3p",0,1,1,1,0,0,1,1,1,14737,0,12154,0,3695,41835,0,0,1,0,0,0,1,0,0,0,1,0,0,33138,0,15855,22954,9010,0
"hsa-miR-328-3p",0,145,0,811,120,150,310,534,227,102,54,9,16,4,0,0,100,10,218,0,54,39,80,0,24,73,26,0,0,100,0,83,6,25
"hsa-miR-330-5p",0,25,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-331-5p",0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"hsa-miR-339-5p",0,1,0,1,1,0,0,0,1,10062,3921,1297,0,232,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,19737,0,0
"hsa-miR-340-3p",0,1,0,2,1,0,0,1,1,52488,26854,1186,0,477,0,0,0,0,0,0,1,0,2,0,1,0,0,0,28420,0,0,0,28420,36102
"hsa-miR-345-5p",0,262,119,178,169,0,78,67,44,176,89,50,134,16,56,0,253,126,225,89,90,93,47,309,101,43,249,71,0,148,103,101,85,71
"hsa-miR-3605-3p",0,1,0,0,1,1,1,0,1,9379,52478,20826,58394,0,0,0,0,0,3,0,0,0,0,0,0,0,0,48690,53309,0,11214,0,15342,30537
"hsa-miR-3605-5p",0,53,0,34,0,0,0,64,30,17,0,3,0,2,0,0,36,0,0,0,0,0,0,0,0,68,100,11,0,0,0,9,4,0
"hsa-miR-361-5p",0,45,141,569,120,45,93,175,53,96,121,70,38,10,114,0,124,45,101,95,96,0,91,79,58,83,35,36,86,22,53,113,18,172
"hsa-miR-362-5p",0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0
"hsa-miR-3620-3p",0,25,0,5,0,0,0,0,5,0,35,2,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
"hsa-miR-374a-3p",0,1,0,1,1,0,0,0,0,0,18981,1281,13843,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,42300
"hsa-miR-374b-3p",0,25,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
"hsa-miR-375-3p",0,153,325,10,30,0,0,0,8,95,23,2,17,0,0,0,319,76,0,432,88,92,84,249,100,376,201,3,20,0,0,14,121,5
"hsa-miR-421",0,83,0,622,51,85,0,24,14,71,12,5,18,5,13,0,57,0,40,29,29,0,0,44,0,87,67,37,0,0,41,0,12,51
"hsa-miR-424-3p",0,2,0,1,1,0,1,1,1,0,0,26431,60556,861,71036,0,0,0,1,1,2,1,0,0,0,1,0,0,18033,22237,8397,0,25653,110841
"hsa-miR-4326",0,1,0,0,0,0,0,0,0,8980,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6703,0,0,0,4380,0
"hsa-miR-454-3p",0,154,0,100,31,0,324,187,0,0,13,0,5,0,0,0,106,65,74,0,0,195,0,82,0,0,124,0,0,0,0,7,3,12
"hsa-miR-4667-3p",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4730",0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-499a-5p",0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-511-5p",0,25,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0
"hsa-miR-574-3p",0,74,0,328,31,0,157,112,43,24,43,9,0,2,0,51,0,40,0,112,0,63,0,0,0,0,40,18,0,32,10,29,0,0
"hsa-miR-589-5p",0,60,189,226,66,61,0,60,31,124,17,18,32,22,37,0,165,50,147,243,154,61,56,48,0,50,72,0,29,23,0,71,29,129
"hsa-miR-6070",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,40,0,0,0,0,0,0,0,51,0,0,0,0,0
"hsa-miR-629-5p",0,1,0,1,0,0,0,1,0,4845,13177,10771,35199,350,29037,0,0,0,0,0,1,0,0,0,0,1,1,0,60703,5982,0,27043,17369,0
"hsa-miR-642a-3p",0,1,0,0,0,0,0,1,0,11751,0,0,0,421,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,16499
"hsa-miR-6509-5p",0,25,0,5,10,0,0,8,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6511a-3p",0,1,0,1,0,0,0,1,0,4234,5242,774,0,1254,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8154,0,7258,0,0
"hsa-miR-654-3p",0,1,2,2,1,0,1,1,1,444661,50314,37931,0,12198,0,0,0,1,3,0,0,0,0,1,1,0,0,0,55955,95816,58548,298051,14531,71665
"hsa-miR-660-5p",0,1,0,1,1,0,0,0,1,18477,15622,3702,11364,418,16334,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,44988,0,38716,0
"hsa-miR-671-3p",0,1,1,1,1,1,0,1,1,202253,196014,23215,48216,7103,26745,0,0,2,2,0,0,0,0,1,0,0,0,78724,0,29219,122329,37289,23605,280912
"hsa-miR-6753-3p",0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6866-5p",0,51,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6869-5p",0,25,0,5,0,0,104,0,0,0,12,0,9,0,0,0,0,0,0,39,0,0,0,32,90,0,50,0,0,0,0,0,0,0
"hsa-miR-7706",0,1,1,1,1,0,0,1,1,27263,72807,14557,81025,22468,0,0,0,1,2,0,0,1,0,0,1,2,0,0,0,30958,41709,12274,56402,112576
"hsa-miR-942-5p",0,63,0,262,51,64,0,56,0,8,26,3,8,2,0,43,0,0,95,0,0,0,0,106,0,0,0,17,19,11,5,0,3,0
"hsa-miR-12136",0,0,1,3,1,1,2,1,1,215553,219910,47842,96565,6105,100845,0,0,1,0,0,1,1,0,1,1,0,0,194623,0,8901,82038,18041,159788,320302
"hsa-miR-139-5p",0,0,2,1,1,1,1,1,1,94262,0,24201,41493,10646,39753,0,0,0,2,0,1,0,1,1,0,1,1,0,0,114520,96102,29070,11188,0
"hsa-miR-28-5p",0,0,103,246,14,0,0,48,19,132,39,10,35,6,16,69,0,14,40,76,100,30,51,0,33,25,0,0,0,38,23,76,0,135
"hsa-miR-4320",0,0,931,0,0,0,0,72,0,0,0,0,0,0,0,0,624,0,0,0,0,2833,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4433b-5p",0,0,2,2,1,0,0,1,1,485810,131689,37879,82884,5873,32179,0,0,1,1,1,0,0,1,0,1,2,0,68489,32850,109824,34400,322342,75240,211331
"hsa-miR-4737",0,0,1780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4767",0,0,81,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5010-3p",0,0,1,1,1,0,0,0,1,31693,0,1310,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,11341,0,5394,17512,3053,0
"hsa-miR-6780a-5p",0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6805-3p",0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7975",0,0,198,25,25,0,0,74,0,17,0,0,0,0,10,94,39,87,261,0,55,152,0,0,0,0,125,0,0,0,0,30,0,0
"hsa-miR-877-5p",0,0,2,1,1,1,0,1,1,142823,27671,41754,30217,12600,92607,0,0,1,0,1,0,0,0,0,1,0,2,31008,0,75358,125600,116821,48645,0
"hsa-miR-887-3p",0,0,1,0,1,0,0,0,0,6614,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,9058,0,0,0
"hsa-miR-98-5p",0,0,2,5,1,0,1,1,1,122563,43168,29954,9255,3071,29954,0,0,1,2,1,1,0,1,1,0,0,1,27572,68104,51845,14160,47473,54776,0
"hsa-let-7a-3p",0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,0,0,0,0,19,9,0
"hsa-let-7e-3p",0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
"hsa-let-7f-1-3p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0
"hsa-let-7f-2-3p",0,0,0,11,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"hsa-let-7i-3p",0,0,0,16,5,0,0,0,0,9,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
"hsa-miR-10393-5p",0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10396a-5p",0,0,0,114,966,0,0,1577,90,1777,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,712,0,0,1285,0
"hsa-miR-10399-3p",0,0,0,523,0,2526,0,0,0,579,748,114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,485,0,0,1268
"hsa-miR-10401-3p",0,0,0,22,5,0,0,0,0,9,0,2,0,6,49,0,0,0,0,0,0,0,0,32,45,0,0,0,0,0,0,0,0,0
"hsa-miR-10527-5p",0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-106b-5p",0,0,0,661401,365941,1885156,0,365939,92962,0,0,1,2,0,0,0,6,0,15,2,0,3,0,5,2,4,0,2,0,0,0,0,1,0
"hsa-miR-107",0,0,0,401,0,0,0,181,0,279,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,244,185,186,368,320
"hsa-miR-10a-3p",0,0,0,5,5,0,0,0,0,19,0,2,0,0,0,0,0,0,0,0,0,41,0,0,0,34,0,0,0,0,0,0,0,0
"hsa-miR-11400",0,0,0,66,0,0,0,0,0,37,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,26,0
"hsa-miR-122-5p",0,0,0,2394,0,2839,0,0,1055,2577,0,520,409,688,0,0,0,1,0,1,0,0,1,0,0,0,1,1298,219,169,101,986,2248,0
"hsa-miR-125a-3p",0,0,0,2285,0,0,0,0,413,399,1072,73,0,118,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,371,0,228,1547
"hsa-miR-125b-1-3p",0,0,0,5,10,0,0,15,0,37,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,9,0
"hsa-miR-125b-2-3p",0,0,0,105,105,0,0,0,0,415,247,0,0,15,560,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1665
"hsa-miR-1260a",0,0,0,735,169,0,0,771,0,3727,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1672,0,2224,390,0,0,0
"hsa-miR-1260b",0,0,0,301,0,0,0,0,0,1540,0,0,0,21,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1380,208,302,0,0
"hsa-miR-1273h-3p",0,0,0,1724,429,0,0,632,0,1596,645,0,0,125,675,0,0,1,0,0,1,0,0,0,0,0,0,383,0,1783,698,0,111,538
"hsa-miR-1273h-5p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1276",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-128-1-5p",0,0,0,5,0,0,0,0,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
"hsa-miR-1294",0,0,0,5,5,0,104,0,10,0,12,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1296-5p",0,0,0,16,5,0,0,0,0,0,0,0,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1301-3p",0,0,0,7445,828,0,0,3716,578,6227,1350,134,651,251,0,0,0,1,1,0,0,0,0,1,0,0,1,592,1478,503,1510,2896,1478,837
"hsa-miR-1304-3p",0,0,0,2199,115,0,1232,163,211,627,797,81,386,58,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,426,1937
"hsa-miR-1304-5p",0,0,0,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1306-3p",0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1307-3p",0,0,0,3360838,352799,899275,0,1320021,1092288,4,2,2,2,1,1,0,5,4,7,5,0,0,0,0,0,6,0,0,0,1,0,3,2,5
"hsa-miR-130b-3p",0,0,0,5918,1535,1237,0,340,690,2710,1645,1143,355,403,0,0,0,0,0,1,0,1,1,1,1,0,1,1287,1414,1097,2329,0,910,0
"hsa-miR-132-3p",0,0,0,494,0,0,0,0,0,1367,554,38,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2334,0,0,0,0,0,0
"hsa-miR-1323",0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1343-3p",0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-136-3p",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26,0,0,0
"hsa-miR-141-3p",0,0,0,1740,0,0,0,567,0,0,0,0,616,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,134,0,770,0
"hsa-miR-145-3p",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,13,0,9,0
"hsa-miR-145-5p",0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,60,0
"hsa-miR-1468-5p",0,0,0,2378,502,838,0,2244,0,2490,338,0,1386,0,772,0,0,0,0,0,0,1,0,1,0,1,0,1095,2658,418,0,0,0,1532
"hsa-miR-146a-3p",0,0,0,11,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148a-5p",0,0,0,3462,681,0,0,312,0,0,0,151,0,28,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,115,222
"hsa-miR-148b-5p",0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,0,112,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
"hsa-miR-149-5p",0,0,0,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-151b",0,0,0,743,931,1165,0,319,177,3070,3265,1183,0,28,0,0,0,1,0,0,1,1,1,0,0,0,1,1669,2895,0,851,1992,0,1041
"hsa-miR-152-3p",0,0,0,2105,425,2191,0,0,164,5317,0,520,1038,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3260,0,1989,2529
"hsa-miR-15b-3p",0,0,0,152,632,0,0,0,0,0,0,0,539,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,566,0
"hsa-miR-181c-3p",0,0,0,1288,0,0,0,320,0,579,0,118,357,54,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,847,526,0,0,0
"hsa-miR-181d-5p",0,0,0,714,336,0,0,0,0,293,0,972,258,0,828,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1704,0,988,0
"hsa-miR-1843",0,0,0,2350,585,0,0,861,149,1044,1814,288,0,96,0,0,0,0,1,1,0,1,1,0,0,0,0,1261,0,1078,0,958,376,0
"hsa-miR-185-5p",0,0,0,11,5,0,52,8,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0
"hsa-miR-18a-3p",0,0,0,5,0,0,0,8,0,28,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-18a-5p",0,0,0,1862701,331600,3522591,0,0,0,0,0,0,0,0,0,0,15,0,0,0,64,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-190a-5p",0,0,0,11,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-191-3p",0,0,0,71,10,0,0,15,0,28,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,56,0,0
"hsa-miR-1914-5p",0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-195-5p",0,0,0,5,16,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,20,0,0,0,0
"hsa-miR-199a-5p",0,0,0,7901,251,0,2697,0,198,10801,0,463,0,315,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,3071,7998,0,2372
"hsa-miR-200b-3p",0,0,0,16,26,0,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0
"hsa-miR-205-5p",0,0,0,99,202,512,0,0,0,358,0,31,2368,13,484,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4114
"hsa-miR-20a-5p",0,0,0,900,1200,0,1733,0,127,1544,0,0,821,21,0,0,0,1,0,1,1,1,1,1,0,0,0,0,2176,0,0,0,609,0
"hsa-miR-21-3p",0,0,0,6714,2302,1404,0,0,214,8498,558,395,1843,236,0,0,0,0,1,1,0,1,0,0,1,1,1,2456,743,919,1243,0,4042,3401
"hsa-miR-2110",0,0,0,131683,131689,0,693141,399790,118204,1,0,1,0,0,0,2,2,0,0,0,0,0,14,0,0,0,0,0,0,1,0,0,1,1
"hsa-miR-215-5p",0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,107,0,0,39,0,0,0,0,0,0,100,0,0,0,0,0,0,0
"hsa-miR-22-5p",0,0,0,5,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-221-5p",0,0,0,2542,620,0,0,464,0,2338,320,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,334,1092,705,897
"hsa-miR-223-5p",0,0,0,2407,336,0,0,507,0,3495,3565,304,0,80,1635,0,0,1,1,0,1,0,0,0,0,0,1,0,0,2543,977,1424,5374,0
"hsa-miR-224-5p",0,0,0,7904,0,1098,0,302,168,364,451,0,1071,107,1026,0,0,0,1,1,0,0,1,1,0,0,0,0,0,310,929,0,1253,1131
"hsa-miR-2276-3p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2277-5p",0,0,0,5,0,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"hsa-miR-2355-5p",0,0,0,11,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-24-1-5p",0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-24-2-5p",0,0,0,22,0,0,0,15,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"hsa-miR-25-5p",0,0,0,488,0,0,0,348,89,198,803,293,174,59,559,0,0,0,0,0,0,0,0,0,0,1,0,972,480,0,0,746,309,0
"hsa-miR-26b-3p",0,0,0,4590,2570,0,0,1422,147,5358,1704,1089,3225,89,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,3306,4429,0,1734,3430
"hsa-miR-27b-5p",0,0,0,22,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0
"hsa-miR-29b-3p",0,0,0,5,10,0,0,0,0,0,0,2,9,0,0,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29c-3p",0,0,0,789,941,941,0,0,0,320,397,282,628,24,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1646,0,534,0,0
"hsa-miR-29c-5p",0,0,0,5,0,0,0,0,0,0,23,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3065-3p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3074-5p",0,0,0,5,0,0,0,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0
"hsa-miR-30d-3p",0,0,0,586,0,0,0,0,0,512,0,160,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,833,0,0,0
"hsa-miR-3120-3p",0,0,0,267,0,0,0,0,0,0,0,94,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0
"hsa-miR-3121-3p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3127-5p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0
"hsa-miR-3138",0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
"hsa-miR-3158-3p",0,0,0,146304,370409,0,0,221161,131312,0,2,1,3,0,0,4,0,2,0,0,0,9,4,0,3,2,0,0,3,0,2,2,0,0
"hsa-miR-3177-3p",0,0,0,22,0,0,0,15,0,28,35,4,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3180-5p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3183",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-32-3p",0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-320b",0,0,0,62361,0,0,0,0,49115,2,1,1,0,0,1,4,0,3,0,3,0,0,0,2,6,2,5,0,0,0,0,3,1,0
"hsa-miR-320d",0,0,0,55758,0,0,0,349440,0,0,0,1,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"hsa-miR-323a-3p",0,0,0,5,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0
