"","RT11B","RT12B","RT13B","RT14B","RT15B","RT16B","RT17B","RT19B","RT20B","RT21B","RT22B","RT23B","RT24B","RT25B","RT26B","RT29B","RT30B","RT31B","RT32B","RT33B","RT34B","RT35B","RT36B","RT37B","RT38B","RT39B","RT40B","RT42B","RT43B","RT44B","RT45B","RT46B","RT47B","RT48B"
"hsa-miR-194-5p",0,2,5,1,3,0,0,0,7,1,0,0,1,1,1,5,2,1,0,0,0,0,0,0,8,3,0,0,0,0,0,2,1,0
"hsa-miR-197-3p",0,7,6,2,2,4,3,7,4,15,24,21,19,18,15,0,5,2,4,2,11,4,2,0,2,2,4,6,30,10,26,20,9,12
"hsa-miR-199a-3p",0,11,14,18,0,9,2,10,0,19,7,0,8,0,16,14,5,0,13,3,0,9,3,11,16,7,2,9,14,24,10,8,14,0
"hsa-miR-19b-3p",0,6,0,1,4,9,0,0,8,1,0,1,2,1,3,0,5,2,1,2,0,0,4,3,2,1,8,3,0,1,0,2,1,1
"hsa-miR-2116-3p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"hsa-miR-212-5p",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-27a-5p",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
"hsa-miR-296-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29a-3p",0,13,11,3,4,2,5,3,2,4,3,4,6,3,0,0,13,1,11,16,14,2,2,3,11,3,1,8,0,1,5,4,2,3
"hsa-miR-301a-3p",0,1,0,1,1,0,0,1,0,44,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,122,0,1,0,0,0,25
"hsa-miR-3200-3p",0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"hsa-miR-324-3p",0,1,1,0,0,0,1,1,1,1,0,180,0,270,230,0,0,1,0,0,0,1,0,0,0,1,0,0,155,0,1,149,1,0
"hsa-miR-328-3p",0,4,0,13,7,7,11,36,30,3,3,1,1,2,0,0,4,1,9,0,2,2,3,0,1,3,1,0,0,6,0,5,1,1
"hsa-miR-330-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-331-5p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-339-5p",0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,48,0,0
"hsa-miR-340-3p",0,1,0,1,1,0,0,1,1,80,110,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,113,0,0,0,113,92
"hsa-miR-345-5p",0,10,5,3,7,0,3,5,7,5,5,7,7,8,5,0,9,5,4,2,2,3,1,8,3,1,10,5,0,11,5,6,6,2
"hsa-miR-3605-3p",0,1,0,0,0,1,1,0,1,0,286,246,295,0,0,0,0,0,7,0,0,0,0,0,0,0,0,406,402,0,1,0,131,118
"hsa-miR-3605-5p",0,2,0,0,0,0,0,4,5,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,1,0
"hsa-miR-361-5p",0,2,5,11,6,3,4,13,9,3,6,8,2,5,7,0,4,2,2,3,4,0,3,2,2,3,1,2,6,1,3,7,1,8
"hsa-miR-362-5p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-3620-3p",0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"hsa-miR-374a-3p",0,1,0,1,1,0,0,0,0,0,65,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,68
"hsa-miR-374b-3p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"hsa-miR-375-3p",0,7,12,0,1,0,0,0,1,3,2,0,1,0,0,0,12,2,0,15,2,2,2,6,2,13,6,1,2,0,0,1,44,1
"hsa-miR-421",0,3,0,9,1,3,0,1,1,2,1,1,1,2,1,0,2,0,1,1,1,0,0,1,0,4,3,3,0,0,2,0,1,2
"hsa-miR-424-3p",0,1,0,1,1,0,1,1,1,0,0,320,383,0,409,0,0,0,1,1,1,1,0,0,0,1,0,0,136,136,1,0,274,674
"hsa-miR-4326",0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,12,0
"hsa-miR-454-3p",0,4,0,0,0,0,9,10,0,0,1,0,0,0,0,0,5,3,2,0,0,9,0,2,0,0,4,0,0,0,0,1,1,1
"hsa-miR-4667-3p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4730",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-499a-5p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-511-5p",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"hsa-miR-574-3p",0,3,0,5,1,0,6,7,7,1,2,1,0,1,0,3,0,2,0,4,0,3,0,0,0,0,1,1,0,2,1,2,0,0
"hsa-miR-589-5p",0,3,7,5,4,3,0,5,5,4,2,3,2,7,2,0,6,1,3,9,6,1,1,1,0,2,1,0,1,1,0,4,1,4
"hsa-miR-6070",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0
"hsa-miR-629-5p",0,1,0,1,0,0,0,1,0,0,119,166,269,0,212,0,0,0,0,0,1,0,0,0,0,1,1,0,575,1,0,206,106,0
"hsa-miR-642a-3p",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,23
"hsa-miR-6509-5p",0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6511a-3p",0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,35,0,0
"hsa-miR-654-3p",0,1,1,1,1,0,1,1,1,1230,372,800,0,1148,0,0,0,1,2,0,0,0,0,1,1,0,0,0,316,640,315,2216,1,306
"hsa-miR-660-5p",0,1,0,0,1,0,0,0,1,1,100,1,1,0,111,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,107,0,231,0
"hsa-miR-671-3p",0,1,1,1,1,1,0,1,1,701,1308,710,544,670,365,0,0,1,1,0,0,0,0,1,0,0,0,770,0,162,1050,346,159,1828
"hsa-miR-6753-3p",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6866-5p",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6869-5p",0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,2,0,0,0,0,0,0,0
"hsa-miR-7706",0,1,1,1,1,0,0,1,1,1,440,377,453,1142,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0,263,262,129,580,702
"hsa-miR-942-5p",0,2,0,4,3,3,0,3,0,1,2,1,1,1,0,3,0,0,2,0,0,0,0,2,0,0,0,2,2,1,1,0,1,0
"hsa-miR-12136",0,0,1,2,1,1,1,1,1,905,1829,1229,962,751,1182,0,0,1,0,0,1,1,0,1,1,0,0,2537,0,1,663,184,1840,2237
"hsa-miR-139-5p",0,0,1,1,1,1,1,1,1,200,0,382,277,568,298,0,0,0,1,0,1,0,1,1,0,1,1,0,0,688,422,225,1,0
"hsa-miR-28-5p",0,0,4,5,1,0,0,3,4,4,2,2,2,3,1,3,0,1,1,3,4,1,2,0,1,1,0,0,0,2,1,4,0,4
"hsa-miR-4320",0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,0,0
"hsa-miR-4433b-5p",0,0,1,1,1,0,0,1,1,1738,1142,946,955,897,490,0,0,1,1,1,0,0,1,0,1,1,0,674,195,994,216,3621,682,1368
"hsa-miR-4737",0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-4767",0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-5010-3p",0,0,1,0,0,0,0,0,1,40,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,33,0,1,61,1,0
"hsa-miR-6780a-5p",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-6805-3p",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-7975",0,0,7,0,1,0,0,4,0,1,0,0,0,0,1,6,2,4,6,0,2,7,0,0,0,0,4,0,0,0,0,2,0,0
"hsa-miR-877-5p",0,0,1,1,1,1,0,1,1,532,312,887,321,967,894,0,0,1,0,1,0,0,0,0,1,0,1,224,0,722,709,1002,459,0
"hsa-miR-887-3p",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0
"hsa-miR-98-5p",0,0,1,2,1,0,1,1,1,315,251,558,0,1,276,0,0,1,1,1,1,0,1,1,0,0,1,168,530,338,1,337,339,0
"hsa-let-7a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,1,0
"hsa-let-7e-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-let-7f-1-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"hsa-let-7f-2-3p",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-let-7i-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-10393-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-10396a-5p",0,0,0,0,20,0,0,50,1,9,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8,0
"hsa-miR-10399-3p",0,0,0,0,0,27,0,0,0,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,7
"hsa-miR-10401-3p",0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
"hsa-miR-10527-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-106b-5p",0,0,0,1,1,5894,0,2877,1,0,0,0,1,0,0,0,1,0,4,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0
"hsa-miR-107",0,0,0,9,0,0,0,14,0,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,11,24,13
"hsa-miR-10a-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
"hsa-miR-11400",0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
"hsa-miR-122-5p",0,0,0,14,0,34,0,0,50,13,0,24,0,75,0,0,0,1,0,1,0,0,1,0,0,0,1,34,3,3,1,19,63,0
"hsa-miR-125a-3p",0,0,0,7,0,0,0,0,17,0,9,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,5,0,5,14
"hsa-miR-125b-1-3p",0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
"hsa-miR-125b-2-3p",0,0,0,0,0,0,0,0,0,1,1,0,0,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11
"hsa-miR-1260a",0,0,0,1,0,0,0,12,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,21,0,21,1,0,0,0
"hsa-miR-1260b",0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1,4,0,0
"hsa-miR-1273h-3p",0,0,0,7,1,0,0,12,0,8,11,0,0,22,12,0,0,1,0,0,1,0,0,0,0,0,0,6,0,33,6,0,1,6
"hsa-miR-1273h-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1276",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-128-1-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"hsa-miR-1294",0,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1296-5p",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1301-3p",0,0,0,50,21,0,0,115,48,42,19,0,1,39,0,0,0,1,1,0,0,0,0,1,0,0,1,9,28,9,18,52,28,9
"hsa-miR-1304-3p",0,0,0,12,0,0,15,1,13,1,8,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,10
"hsa-miR-1304-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1306-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1307-3p",0,0,0,5629,2358,4064,0,9591,18075,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1,2
"hsa-miR-130b-3p",0,0,0,27,21,21,0,1,50,15,19,43,0,62,0,0,0,0,0,1,0,1,1,1,1,0,1,18,18,18,17,0,18,0
"hsa-miR-132-3p",0,0,0,1,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,12,0,0,0,0,0,0
"hsa-miR-1323",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-1343-3p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-136-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
"hsa-miR-141-3p",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,2,0,15,0
"hsa-miR-145-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
"hsa-miR-145-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0
"hsa-miR-1468-5p",0,0,0,11,1,15,0,62,0,18,1,0,23,0,15,0,0,0,0,0,0,1,0,1,0,1,0,14,41,1,0,0,0,12
"hsa-miR-146a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-148a-5p",0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,3
"hsa-miR-148b-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"hsa-miR-149-5p",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-151b",0,0,0,0,14,14,0,1,1,16,45,45,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,37,66,0,12,36,0,11
"hsa-miR-152-3p",0,0,0,10,1,25,0,0,1,29,0,23,17,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,18,0,20,17
"hsa-miR-15b-3p",0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
"hsa-miR-181c-3p",0,0,0,5,0,0,0,8,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,0,0,0
"hsa-miR-181d-5p",0,0,0,1,1,0,0,0,0,0,0,24,0,0,12,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
"hsa-miR-1843",0,0,0,9,1,0,0,16,1,1,21,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,13,0,13,0,13,1,0
"hsa-miR-185-5p",0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"hsa-miR-18a-3p",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-18a-5p",0,0,0,1,0,4511,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-190a-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-191-3p",0,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
"hsa-miR-1914-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-195-5p",0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0
"hsa-miR-199a-5p",0,0,0,38,0,0,35,0,1,62,0,32,0,47,0,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,21,118,0,20
"hsa-miR-200b-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
"hsa-miR-205-5p",0,0,0,0,1,5,0,0,0,1,0,0,31,0,10,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,28
"hsa-miR-20a-5p",0,0,0,1,13,0,22,0,1,8,0,0,10,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,12,0,0,0,1,0
"hsa-miR-21-3p",0,0,0,28,37,22,0,0,1,54,1,1,25,50,0,0,0,0,1,1,0,1,0,0,1,1,1,44,9,10,10,0,88,32
"hsa-miR-2110",0,0,0,0,1,0,1967,2497,1823,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1
"hsa-miR-215-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0
"hsa-miR-22-5p",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-221-5p",0,0,0,8,10,0,0,12,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,12,6,6
"hsa-miR-223-5p",0,0,0,7,1,0,0,12,0,25,60,26,0,1,33,0,0,1,1,0,1,0,0,0,0,0,1,0,0,25,1,25,78,0
"hsa-miR-224-5p",0,0,0,39,0,17,0,1,1,0,1,0,13,1,14,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,10,0,21,9
"hsa-miR-2276-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-2277-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-2355-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-24-1-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-24-2-5p",0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-25-5p",0,0,0,1,0,0,0,7,1,0,9,12,0,1,10,0,0,0,0,0,0,0,0,0,0,1,0,20,7,0,0,13,7,0
"hsa-miR-26b-3p",0,0,0,23,41,0,0,34,1,38,35,62,60,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,0,36,34,0,36,31
"hsa-miR-27b-5p",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"hsa-miR-29b-3p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-29c-3p",0,0,0,1,11,11,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,23,0,8,0,0
"hsa-miR-29c-5p",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3065-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3074-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"hsa-miR-30d-3p",0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
"hsa-miR-3120-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"hsa-miR-3121-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3127-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"hsa-miR-3138",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"hsa-miR-3158-3p",0,0,0,0,1102,0,0,1393,1829,0,1,1,1,0,0,1,0,1,0,0,0,3,1,0,1,1,0,0,2,0,1,1,0,0
"hsa-miR-3177-3p",0,0,0,1,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3180-5p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-3183",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-32-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-320b",0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,2,1,1,0,0,0,0,1,1,0
"hsa-miR-320d",0,0,0,0,0,0,0,1520,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
"hsa-miR-323a-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"hsa-miR-323b-3p",0,0,0,9,13,0,0,15,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0
"hsa-miR-324-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"hsa-miR-326",0,0,0,16,12,0,0,24,29,10,27,1,0,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,46,0
"hsa-miR-330-3p",0,0,0,9,0,0,36,1,29,16,20,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,23,1,0
"hsa-miR-331-3p",0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"hsa-miR-335-3p",0,0,0,41,1,12,0,23,1,13,1,1,10,0,11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
"hsa-miR-337-3p",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-338-3p",0,0,0,1,13,0,22,0,34,12,15,21,0,30,27,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,17,0,19,16
"hsa-miR-338-5p",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-339-3p",0,0,0,19,43,0,74,50,1,33,26,57,0,128,28,0,0,0,1,1,1,1,1,1,0,1,0,14,143,0,14,0,28,28
"hsa-miR-33b-5p",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"hsa-miR-340-5p",0,0,0,21,1,29,0,19,1,10,0,0,0,1,14,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,29,0,0,0
